CustomerKey,CustomerLabel,CustomerType
15625,26624,Person
1704,12703,Person
10392,21391,Person
11215,22214,Person
2726,13725,Person
7341,18340,Person
8161,19160,Person
12840,23839,Person
15246,26245,Person
17610,28609,Person
3859,14858,Person
8993,19992,Person
15231,26230,Person
2273,13272,Person
12673,23672,Person
12894,23893,Person
657,11656,Person
11058,22057,Person
15172,26171,Person
7001,18000,Person
9563,20562,Person
17713,28712,Person
2648,13647,Person
8577,19576,Person
137,11136,Person
8814,19813,Person
13808,24807,Person
17588,28587,Person
17618,28617,Person
2533,13532,Person
2807,13806,Person
4702,15701,Person
14163,25162,Person
3851,14850,Person
4461,15460,Person
9245,20244,Person
16487,27486,Person
523,11522,Person
3749,14748,Person
1298,12297,Person
2563,13562,Person
4447,15446,Person
200,11199,Person
8144,19143,Person
4727,15726,Person
144,11143,Person
4285,15284,Person
6005,17004,Person
7584,18583,Person
9329,20328,Person
11093,22092,Person
14358,25357,Person
11588,22587,Person
17317,28316,Person
1945,12944,Person
17774,28773,Person
2797,13796,Person
17450,28449,Person
13098,24097,Person
16291,27290,Person
1399,12398,Person
9052,20051,Person
11656,22655,Person
13890,24889,Person
6405,17404,Person
16564,27563,Person
8478,19477,Person
11633,22632,Person
10171,21170,Person
11156,22155,Person
7074,18073,Person
11263,22262,Person
17023,28022,Person
10676,21675,Person
2082,13081,Person
4239,15238,Person
11082,22081,Person
6892,17891,Person
3287,14286,Person
2870,13869,Person
11069,22068,Person
11440,22439,Person
12775,23774,Person
17120,28119,Person
14415,25414,Person
7180,18179,Person
17908,28907,Person
14569,25568,Person
5991,16990,Person
9402,20401,Person
13831,24830,Person
1713,12712,Person
5845,16844,Person
10141,21140,Person
1477,12476,Person
4626,15625,Person
13196,24195,Person
14517,25516,Person
3725,14724,Person
17177,28176,Person
36,11035,Person
8164,19163,Person
9289,20288,Person
9487,20486,Person
10601,21600,Person
16507,27506,Person
1596,12595,Person
4076,15075,Person
9591,20590,Person
8633,19632,Person
18204,29203,Person
4274,15273,Person
11024,22023,Person
705,11704,Person
15322,26321,Person
2667,13666,Person
3867,14866,Person
5455,16454,Person
10544,21543,Person
7111,18110,Person
10616,21615,Person
3690,14689,Person
3991,14990,Person
5573,16572,Person
8500,19499,Person
218,11217,Person
10412,21411,Person
12886,23885,Person
16403,27402,Person
10229,21228,Person
2346,13345,Person
2733,13732,Person
12402,23401,Person
16625,27624,Person
17389,28388,Person
15593,26592,Person
5983,16982,Person
7941,18940,Person
8697,19696,Person
12309,23308,Person
4188,15187,Person
9412,20411,Person
377,11376,Person
2245,13244,Person
15709,26708,Person
17270,28269,Person
14186,25185,Person
5401,16400,Person
9712,20711,Person
14812,25811,Person
17352,28351,Person
860,11859,Person
6538,17537,Person
5224,16223,Person
9756,20755,Person
15503,26502,Person
18282,29281,Person
5509,16508,Person
2727,13726,Person
10155,21154,Person
10369,21368,Person
11568,22567,Person
5617,16616,Person
10986,21985,Person
13166,24165,Person
4393,15392,Person
15337,26336,Person
213,11212,Person
2397,13396,Person
6672,17671,Person
2185,13184,Person
3505,14504,Person
7926,18925,Person
14286,25285,Person
1850,12849,Person
5437,16436,Person
5109,16108,Person
9122,20121,Person
12292,23291,Person
14925,25924,Person
18200,29199,Person
9820,20819,Person
5098,16097,Person
10905,21904,Person
14351,25350,Person
1523,12522,Person
7010,18009,Person
8091,19090,Person
11945,22944,Person
5328,16327,Person
16144,27143,Person
1180,12179,Person
17989,28988,Person
14891,25890,Person
7624,18623,Person
9804,20803,Person
12943,23942,Person
299,11298,Person
7648,18647,Person
3317,14316,Person
12563,23562,Person
14710,25709,Person
1081,12080,Person
1930,12929,Person
11746,22745,Person
18250,29249,Person
8388,19387,Person
677,11676,Person
9377,20376,Person
13398,24397,Person
14427,25426,Person
15853,26852,Person
1001,12000,Person
13604,24603,Person
1790,12789,Person
16288,27287,Person
16944,27943,Person
15194,26193,Person
4048,15047,Person
5186,16185,Person
11214,22213,Person
4292,15291,Person
4825,15824,Person
5093,16092,Person
487,11486,Person
127,11126,Person
9997,20996,Person
14235,25234,Person
2247,13246,Person
3520,14519,Person
8658,19657,Person
8755,19754,Person
9701,20700,Person
16640,27639,Person
2680,13679,Person
4015,15014,Person
1072,12071,Person
3491,14490,Person
6274,17273,Person
6860,17859,Person
7437,18436,Person
17086,28085,Person
17664,28663,Person
14478,25477,Person
14784,25783,Person
18369,29368,Person
10394,21393,Person
14123,25122,Person
1000,11999,Person
5615,16614,Person
11935,22934,Person
12312,23311,Person
10503,21502,Person
2995,13994,Person
3021,14020,Person
13306,24305,Person
1184,12183,Person
15900,26899,Person
17753,28752,Person
14217,25216,Person
18115,29114,Person
10341,21340,Person
3032,14031,Person
10736,21735,Person
14105,25104,Person
15082,26081,Person
1863,12862,Person
15852,26851,Person
2002,13001,Person
8653,19652,Person
6012,17011,Person
6558,17557,Person
7313,18312,Person
17582,28581,Person
8038,19037,Person
3349,14348,Person
5160,16159,Person
8638,19637,Person
6813,17812,Person
9206,20205,Person
6776,17775,Person
8264,19263,Person
13184,24183,Person
958,11957,Person
18008,29007,Person
101,11100,Person
13425,24424,Person
7902,18901,Person
16489,27488,Person
18184,29183,Person
3254,14253,Person
15354,26353,Person
10001,21000,Person
714,11713,Person
17679,28678,Person
8915,19914,Person
855,11854,Person
3614,14613,Person
4339,15338,Person
16420,27419,Person
14451,25450,Person
182,11181,Person
5642,16641,Person
8730,19729,Person
14097,25096,Person
476,11475,Person
6629,17628,Person
4582,15581,Person
16500,27499,Person
8813,19812,Person
9086,20085,Person
9111,20110,Person
16659,27658,Person
18264,29263,Person
524,11523,Person
1026,12025,Person
1448,12447,Person
2480,13479,Person
6145,17144,Person
7643,18642,Person
13413,24412,Person
2564,13563,Person
12625,23624,Person
10692,21691,Person
10104,21103,Person
10198,21197,Person
10408,21407,Person
11102,22101,Person
1125,12124,Person
1631,12630,Person
2838,13837,Person
12905,23904,Person
12324,23323,Person
8981,19980,Person
11361,22360,Person
16728,27727,Person
1407,12406,Person
9916,20915,Person
6425,17424,Person
13443,24442,Person
4043,15042,Person
9664,20663,Person
10792,21791,Person
16663,27662,Person
8042,19041,Person
6413,17412,Person
12725,23724,Person
16233,27232,Person
5565,16564,Person
16819,27818,Person
5152,16151,Person
17180,28179,Person
8933,19932,Person
9269,20268,Person
1970,12969,Person
5086,16085,Person
398,11397,Person
5050,16049,Person
14464,25463,Person
14349,25348,Person
17626,28625,Person
2583,13582,Person
6317,17316,Person
17944,28943,Person
17961,28960,Person
6935,17934,Person
11665,22664,Person
2420,13419,Person
10194,21193,Person
17117,28116,Person
10928,21927,Person
5466,16465,Person
4045,15044,Person
15426,26425,Person
225,11224,Person
9635,20634,Person
14997,25996,Person
18248,29247,Person
5496,16495,Person
10371,21370,Person
1424,12423,Person
8761,19760,Person
12511,23510,Person
17181,28180,Person
6797,17796,Person
13212,24211,Person
190,11189,Person
7565,18564,Person
17445,28444,Person
7742,18741,Person
9427,20426,Person
11168,22167,Person
12499,23498,Person
8033,19032,Person
17350,28349,Person
817,11816,Person
9492,20491,Person
9961,20960,Person
14731,25730,Person
3670,14669,Person
1799,12798,Person
14610,25609,Person
15910,26909,Person
12544,23543,Person
13926,24925,Person
16530,27529,Person
4066,15065,Person
11668,22667,Person
14562,25561,Person
5888,16887,Person
10730,21729,Person
16201,27200,Person
17786,28785,Person
13069,24068,Person
14750,25749,Person
9311,20310,Person
13933,24932,Person
119,11118,Person
1208,12207,Person
4017,15016,Person
6143,17142,Person
5412,16411,Person
10897,21896,Person
14115,25114,Person
5115,16114,Person
12065,23064,Person
18329,29328,Person
844,11843,Person
1123,12122,Person
2530,13529,Person
4484,15483,Person
6867,17866,Person
7868,18867,Person
15958,26957,Person
4721,15720,Person
17202,28201,Person
4520,15519,Person
6114,17113,Person
11705,22704,Person
8526,19525,Person
7686,18685,Person
14856,25855,Person
6090,17089,Person
9880,20879,Person
76,11075,Person
14036,25035,Person
14434,25433,Person
17126,28125,Person
18037,29036,Person
6300,17299,Person
202,11201,Person
10466,21465,Person
14416,25415,Person
14976,25975,Person
12790,23789,Person
17494,28493,Person
17745,28744,Person
4526,15525,Person
6375,17374,Person
12480,23479,Person
6097,17096,Person
6751,17750,Person
2027,13026,Person
9602,20601,Person
7801,18800,Person
7976,18975,Person
1388,12387,Person
16962,27961,Person
915,11914,Person
8772,19771,Person
7587,18586,Person
7809,18808,Person
8666,19665,Person
9763,20762,Person
14382,25381,Person
2508,13507,Person
4656,15655,Person
9558,20557,Person
2358,13357,Person
13828,24827,Person
7174,18173,Person
8514,19513,Person
3219,14218,Person
2187,13186,Person
4709,15708,Person
8337,19336,Person
9922,20921,Person
456,11455,Person
10188,21187,Person
4982,15981,Person
7374,18373,Person
13349,24348,Person
1811,12810,Person
3971,14970,Person
16825,27824,Person
11988,22987,Person
4780,15779,Person
4895,15894,Person
1375,12374,Person
1819,12818,Person
3061,14060,Person
18464,29463,Person
846,11845,Person
2300,13299,Person
4541,15540,Person
9293,20292,Person
9521,20520,Person
11791,22790,Person
12849,23848,Person
14805,25804,Person
10657,21656,Person
9902,20901,Person
14658,25657,Person
762,11761,Person
14563,25562,Person
14336,25335,Person
10525,21524,Person
16370,27369,Person
17486,28485,Person
2418,13417,Person
15290,26289,Person
15808,26807,Person
17792,28791,Person
2696,13695,Person
14913,25912,Person
12085,23084,Person
13991,24990,Person
600,11599,Person
4224,15223,Person
5920,16919,Person
12966,23965,Person
257,11256,Person
12885,23884,Person
4693,15692,Person
13100,24099,Person
16761,27760,Person
446,11445,Person
4183,15182,Person
3209,14208,Person
17412,28411,Person
149,11148,Person
12999,23998,Person
1172,12171,Person
14834,25833,Person
6840,17839,Person
15023,26022,Person
5218,16217,Person
13395,24394,Person
16202,27201,Person
16733,27732,Person
11618,22617,Person
12019,23018,Person
18407,29406,Person
14038,25037,Person
16920,27919,Person
16700,27699,Person
12010,23009,Person
13511,24510,Person
18107,29106,Person
2780,13779,Person
17485,28484,Person
14149,25148,Person
15627,26626,Person
13920,24919,Person
4535,15534,Person
3941,14940,Person
8346,19345,Person
11566,22565,Person
16339,27338,Person
2426,13425,Person
10860,21859,Person
13211,24210,Person
1365,12364,Person
13625,24624,Person
13803,24802,Person
16265,27264,Person
3839,14838,Person
11687,22686,Person
14806,25805,Person
15145,26144,Person
10629,21628,Person
7471,18470,Person
2208,13207,Person
2320,13319,Person
5213,16212,Person
10458,21457,Person
5710,16709,Person
11855,22854,Person
6127,17126,Person
18128,29127,Person
29,11028,Person
11575,22574,Person
15163,26162,Person
7354,18353,Person
17201,28200,Person
17833,28832,Person
8260,19259,Person
11576,22575,Person
4515,15514,Person
12826,23825,Person
4629,15628,Person
15990,26989,Person
15188,26187,Person
15969,26968,Person
4778,15777,Person
8745,19744,Person
13350,24349,Person
8651,19650,Person
3325,14324,Person
17955,28954,Person
3822,14821,Person
8753,19752,Person
14227,25226,Person
3285,14284,Person
16301,27300,Person
18294,29293,Person
12235,23234,Person
13693,24692,Person
17453,28452,Person
949,11948,Person
7511,18510,Person
3337,14336,Person
10762,21761,Person
17127,28126,Person
2254,13253,Person
11669,22668,Person
2478,13477,Person
7556,18555,Person
8827,19826,Person
16017,27016,Person
11585,22584,Person
11626,22625,Person
13246,24245,Person
3111,14110,Person
5453,16452,Person
12629,23628,Person
4431,15430,Person
5238,16237,Person
7395,18394,Person
10934,21933,Person
12299,23298,Person
14897,25896,Person
8561,19560,Person
1016,12015,Person
8987,19986,Person
8474,19473,Person
18411,29410,Person
10002,21001,Person
14017,25016,Person
14392,25391,Person
1606,12605,Person
18372,29371,Person
2959,13958,Person
1950,12949,Person
3109,14108,Person
10746,21745,Person
6932,17931,Person
18087,29086,Person
378,11377,Person
9218,20217,Person
4951,15950,Person
12778,23777,Person
4426,15425,Person
16362,27361,Person
10438,21437,Person
15791,26790,Person
14763,25762,Person
11847,22846,Person
13170,24169,Person
3592,14591,Person
7839,18838,Person
14190,25189,Person
7831,18830,Person
16426,27425,Person
1348,12347,Person
4029,15028,Person
309,11308,Person
5954,16953,Person
8986,19985,Person
7913,18912,Person
9473,20472,Person
431,11430,Person
9596,20595,Person
4268,15267,Person
8003,19002,Person
16221,27220,Person
12442,23441,Person
17696,28695,Person
2398,13397,Person
4161,15160,Person
16286,27285,Person
13545,24544,Person
17417,28416,Person
191,11190,Person
2362,13361,Person
6608,17607,Person
10422,21421,Person
15324,26323,Person
7860,18859,Person
17016,28015,Person
17275,28274,Person
2538,13537,Person
5391,16390,Person
9892,20891,Person
4145,15144,Person
8626,19625,Person
4567,15566,Person
9639,20638,Person
12259,23258,Person
9579,20578,Person
2157,13156,Person
8631,19630,Person
2162,13161,Person
3295,14294,Person
3633,14632,Person
6423,17422,Person
9410,20409,Person
10924,21923,Person
6952,17951,Person
3140,14139,Person
14794,25793,Person
17313,28312,Person
17936,28935,Person
17948,28947,Person
331,11330,Person
1895,12894,Person
17142,28141,Person
6823,17822,Person
164,11163,Person
7653,18652,Person
14350,25349,Person
6885,17884,Person
16910,27909,Person
3878,14877,Person
16632,27631,Person
766,11765,Person
3318,14317,Person
1444,12443,Person
7027,18026,Person
6327,17326,Person
15089,26088,Person
15641,26640,Person
17590,28589,Person
10255,21254,Person
12030,23029,Person
16292,27291,Person
1516,12515,Person
14607,25606,Person
15928,26927,Person
13172,24171,Person
6133,17132,Person
8206,19205,Person
5748,16747,Person
10592,21591,Person
11160,22159,Person
12888,23887,Person
18138,29137,Person
6705,17704,Person
6788,17787,Person
129,11128,Person
2191,13190,Person
8994,19993,Person
15805,26804,Person
16395,27394,Person
3714,14713,Person
6212,17211,Person
7487,18486,Person
8953,19952,Person
1450,12449,Person
5785,16784,Person
7095,18094,Person
8103,19102,Person
10249,21248,Person
2354,13353,Person
5774,16773,Person
13799,24798,Person
5688,16687,Person
13496,24495,Person
2033,13032,Person
7827,18826,Person
17253,28252,Person
18135,29134,Person
1267,12266,Person
13269,24268,Person
2708,13707,Person
3246,14245,Person
10771,21770,Person
12263,23262,Person
16314,27313,Person
14707,25706,Person
4374,15373,Person
6599,17598,Person
10660,21659,Person
15537,26536,Person
15864,26863,Person
10886,21885,Person
7362,18361,Person
9737,20736,Person
12354,23353,Person
10132,21131,Person
8538,19537,Person
11052,22051,Person
11785,22784,Person
12241,23240,Person
5539,16538,Person
11561,22560,Person
16828,27827,Person
11853,22852,Person
2989,13988,Person
5778,16777,Person
11089,22088,Person
11763,22762,Person
8348,19347,Person
12947,23946,Person
107,11106,Person
13588,24587,Person
1975,12974,Person
13825,24824,Person
17613,28612,Person
18240,29239,Person
1325,12324,Person
5439,16438,Person
13026,24025,Person
14808,25807,Person
15973,26972,Person
1359,12358,Person
9993,20992,Person
12828,23827,Person
2131,13130,Person
10204,21203,Person
1065,12064,Person
5381,16380,Person
9497,20496,Person
14970,25969,Person
9860,20859,Person
13418,24417,Person
16443,27442,Person
10384,21383,Person
14252,25251,Person
326,11325,Person
10119,21118,Person
12523,23522,Person
276,11275,Person
1154,12153,Person
10599,21598,Person
12613,23612,Person
13616,24615,Person
18197,29196,Person
3353,14352,Person
6691,17690,Person
12472,23471,Person
1646,12645,Person
12942,23941,Person
575,11574,Person
16934,27933,Person
2750,13749,Person
3656,14655,Person
13629,24628,Person
15001,26000,Person
5207,16206,Person
9148,20147,Person
4754,15753,Person
11864,22863,Person
343,11342,Person
3976,14975,Person
12769,23768,Person
2113,13112,Person
2925,13924,Person
16103,27102,Person
11672,22671,Person
13146,24145,Person
365,11364,Person
2107,13106,Person
8952,19951,Person
11913,22912,Person
5839,16838,Person
7878,18877,Person
11145,22144,Person
16271,27270,Person
1297,12296,Person
9978,20977,Person
2636,13635,Person
733,11732,Person
5303,16302,Person
9549,20548,Person
15947,26946,Person
3130,14129,Person
12656,23655,Person
18,11017,Person
8878,19877,Person
12052,23051,Person
15685,26684,Person
1479,12478,Person
9229,20228,Person
17973,28972,Person
18074,29073,Person
8480,19479,Person
9598,20597,Person
13702,24701,Person
14323,25322,Person
12368,23367,Person
6784,17783,Person
13200,24199,Person
7444,18443,Person
6557,17556,Person
1749,12748,Person
9556,20555,Person
630,11629,Person
4947,15946,Person
5016,16015,Person
16093,27092,Person
9420,20419,Person
16697,27696,Person
9542,20541,Person
11296,22295,Person
12214,23213,Person
15474,26473,Person
3662,14661,Person
14308,25307,Person
5090,16089,Person
11255,22254,Person
16198,27197,Person
17776,28775,Person
10041,21040,Person
5524,16523,Person
6291,17290,Person
12643,23642,Person
16074,27073,Person
17041,28040,Person
5257,16256,Person
6247,17246,Person
10225,21224,Person
3569,14568,Person
5364,16363,Person
10490,21489,Person
12569,23568,Person
3545,14544,Person
11091,22090,Person
14993,25992,Person
17006,28005,Person
472,11471,Person
5040,16039,Person
6791,17790,Person
11488,22487,Person
9004,20003,Person
12136,23135,Person
17054,28053,Person
2795,13794,Person
7715,18714,Person
63,11062,Person
5077,16076,Person
268,11267,Person
15271,26270,Person
8678,19677,Person
14263,25262,Person
1888,12887,Person
12728,23727,Person
3785,14784,Person
8278,19277,Person
15942,26941,Person
1082,12081,Person
4840,15839,Person
5140,16139,Person
8715,19714,Person
12407,23406,Person
12716,23715,Person
12786,23785,Person
16725,27724,Person
17130,28129,Person
832,11831,Person
15016,26015,Person
2048,13047,Person
8558,19557,Person
8671,19670,Person
13333,24332,Person
14084,25083,Person
1538,12537,Person
9417,20416,Person
4199,15198,Person
18163,29162,Person
9724,20723,Person
10061,21060,Person
753,11752,Person
6336,17335,Person
10018,21017,Person
11492,22491,Person
6251,17250,Person
9285,20284,Person
11976,22975,Person
17688,28687,Person
3058,14057,Person
8129,19128,Person
13633,24632,Person
8378,19377,Person
10509,21508,Person
2238,13237,Person
4010,15009,Person
12666,23665,Person
14813,25812,Person
2752,13751,Person
11014,22013,Person
15173,26172,Person
15199,26198,Person
1238,12237,Person
6964,17963,Person
8607,19606,Person
18453,29452,Person
4979,15978,Person
16212,27211,Person
3196,14195,Person
13197,24196,Person
14711,25710,Person
12516,23515,Person
353,11352,Person
14482,25481,Person
17748,28747,Person
7668,18667,Person
10158,21157,Person
15112,26111,Person
18020,29019,Person
1391,12390,Person
7288,18287,Person
3758,14757,Person
4409,15408,Person
10482,21481,Person
15040,26039,Person
16545,27544,Person
885,11884,Person
3298,14297,Person
7411,18410,Person
9016,20015,Person
13980,24979,Person
15505,26504,Person
17040,28039,Person
4678,15677,Person
17525,28524,Person
6301,17300,Person
2269,13268,Person
7752,18751,Person
15272,26271,Person
3960,14959,Person
14791,25790,Person
2109,13108,Person
10169,21168,Person
14448,25447,Person
10433,21432,Person
4581,15580,Person
11500,22499,Person
4732,15731,Person
2672,13671,Person
8338,19337,Person
11414,22413,Person
11003,22002,Person
805,11804,Person
13237,24236,Person
15839,26838,Person
16692,27691,Person
2334,13333,Person
7397,18396,Person
14187,25186,Person
10042,21041,Person
11708,22707,Person
13230,24229,Person
11788,22787,Person
17042,28041,Person
13563,24562,Person
13167,24166,Person
3043,14042,Person
3107,14106,Person
8825,19824,Person
12838,23837,Person
15595,26594,Person
18256,29255,Person
8498,19497,Person
7451,18450,Person
320,11319,Person
7386,18385,Person
3996,14995,Person
9551,20550,Person
18479,29478,Person
7946,18945,Person
5596,16595,Person
8251,19250,Person
8506,19505,Person
7113,18112,Person
12203,23202,Person
13046,24045,Person
7272,18271,Person
700,11699,Person
3394,14393,Person
7995,18994,Person
10712,21711,Person
16637,27636,Person
5663,16662,Person
834,11833,Person
15577,26576,Person
17026,28025,Person
3963,14962,Person
1004,12003,Person
1167,12166,Person
12340,23339,Person
2507,13506,Person
16809,27808,Person
18400,29399,Person
10185,21184,Person
2515,13514,Person
12773,23772,Person
12988,23987,Person
1169,12168,Person
6152,17151,Person
12051,23050,Person
16257,27256,Person
11164,22163,Person
6396,17395,Person
12835,23834,Person
560,11559,Person
13837,24836,Person
5681,16680,Person
3271,14270,Person
5996,16995,Person
7269,18268,Person
10406,21405,Person
11157,22156,Person
17926,28925,Person
2283,13282,Person
4253,15252,Person
13300,24299,Person
18125,29124,Person
4792,15791,Person
2177,13176,Person
6695,17694,Person
7874,18873,Person
9679,20678,Person
6232,17231,Person
17342,28341,Person
13842,24841,Person
4854,15853,Person
7534,18533,Person
8865,19864,Person
10417,21416,Person
15520,26519,Person
8913,19912,Person
12934,23933,Person
13101,24100,Person
17897,28896,Person
14118,25117,Person
4488,15487,Person
15688,26687,Person
5475,16474,Person
10968,21967,Person
15148,26147,Person
4323,15322,Person
7170,18169,Person
8549,19548,Person
10720,21719,Person
10948,21947,Person
13481,24480,Person
1972,12971,Person
10236,21235,Person
10801,21800,Person
12365,23364,Person
1305,12304,Person
8929,19928,Person
13013,24012,Person
13219,24218,Person
14496,25495,Person
14746,25745,Person
9238,20237,Person
12126,23125,Person
9933,20932,Person
11819,22818,Person
14476,25475,Person
12518,23517,Person
10823,21822,Person
2159,13158,Person
2911,13910,Person
4597,15596,Person
9407,20406,Person
15151,26150,Person
15563,26562,Person
7225,18224,Person
15184,26183,Person
4052,15051,Person
11698,22697,Person
13875,24874,Person
18445,29444,Person
4141,15140,Person
13356,24355,Person
14151,25150,Person
15077,26076,Person
17669,28668,Person
1609,12608,Person
8947,19946,Person
9959,20958,Person
3168,14167,Person
4070,15069,Person
8581,19580,Person
11065,22064,Person
9536,20535,Person
13287,24286,Person
16211,27210,Person
17166,28165,Person
17250,28249,Person
6222,17221,Person
13894,24893,Person
2790,13789,Person
3530,14529,Person
18431,29430,Person
3682,14681,Person
4315,15314,Person
4870,15869,Person
6029,17028,Person
17287,28286,Person
14602,25601,Person
6561,17560,Person
11048,22047,Person
13937,24936,Person
15512,26511,Person
1856,12855,Person
8225,19224,Person
9041,20040,Person
2774,13773,Person
529,11528,Person
8849,19848,Person
16090,27089,Person
2569,13568,Person
11454,22453,Person
5704,16703,Person
8841,19840,Person
16299,27298,Person
1741,12740,Person
7190,18189,Person
7071,18070,Person
7815,18814,Person
17595,28594,Person
18340,29339,Person
1999,12998,Person
9265,20264,Person
9102,20101,Person
12242,23241,Person
15499,26498,Person
7302,18301,Person
5383,16382,Person
8160,19159,Person
10435,21434,Person
14869,25868,Person
15689,26688,Person
6741,17740,Person
14668,25667,Person
1196,12195,Person
4163,15162,Person
16272,27271,Person
9879,20878,Person
11959,22958,Person
5904,16903,Person
8190,19189,Person
10088,21087,Person
13551,24550,Person
6328,17327,Person
13743,24742,Person
15226,26225,Person
15981,26980,Person
16862,27861,Person
5673,16672,Person
6508,17507,Person
6087,17086,Person
14487,25486,Person
16186,27185,Person
17434,28433,Person
8094,19093,Person
3760,14759,Person
12398,23397,Person
17829,28828,Person
1020,12019,Person
2748,13747,Person
3447,14446,Person
13406,24405,Person
15002,26001,Person
5447,16446,Person
6747,17746,Person
12332,23331,Person
12525,23524,Person
4495,15494,Person
8684,19683,Person
5545,16544,Person
13253,24252,Person
8133,19132,Person
9362,20361,Person
6974,17973,Person
5623,16622,Person
3118,14117,Person
11324,22323,Person
515,11514,Person
692,11691,Person
5780,16779,Person
7828,18827,Person
13956,24955,Person
14992,25991,Person
13140,24139,Person
4207,15206,Person
4649,15648,Person
4796,15795,Person
6303,17302,Person
659,11658,Person
8142,19141,Person
3183,14182,Person
3796,14795,Person
16892,27891,Person
1774,12773,Person
7576,18575,Person
9768,20767,Person
10317,21316,Person
16554,27553,Person
14571,25570,Person
10770,21769,Person
14259,25258,Person
11611,22610,Person
13086,24085,Person
8556,19555,Person
5337,16336,Person
7978,18977,Person
17234,28233,Person
3576,14575,Person
10652,21651,Person
11059,22058,Person
17778,28777,Person
9907,20906,Person
17567,28566,Person
15179,26178,Person
13065,24064,Person
60,11059,Person
6056,17055,Person
10570,21569,Person
12287,23286,Person
16796,27795,Person
1791,12790,Person
3113,14112,Person
5668,16667,Person
6224,17223,Person
9927,20926,Person
3024,14023,Person
8999,19998,Person
13265,24264,Person
17574,28573,Person
17801,28800,Person
2830,13829,Person
9260,20259,Person
12874,23873,Person
12854,23853,Person
16452,27451,Person
4940,15939,Person
15530,26529,Person
6790,17789,Person
9188,20187,Person
11284,22283,Person
15680,26679,Person
8470,19469,Person
13034,24033,Person
12015,23014,Person
2901,13900,Person
3585,14584,Person
5122,16121,Person
1622,12621,Person
3237,14236,Person
7903,18902,Person
12723,23722,Person
1541,12540,Person
15901,26900,Person
16010,27009,Person
10553,21552,Person
9528,20527,Person
11724,22723,Person
4819,15818,Person
17378,28377,Person
3064,14063,Person
4128,15127,Person
8021,19020,Person
15646,26645,Person
17061,28060,Person
17167,28166,Person
10456,21455,Person
11969,22968,Person
17835,28834,Person
4707,15706,Person
18393,29392,Person
893,11892,Person
6511,17510,Person
14830,25829,Person
2900,13899,Person
10625,21624,Person
11287,22286,Person
13984,24983,Person
1724,12723,Person
4465,15464,Person
4289,15288,Person
6009,17008,Person
15235,26234,Person
577,11576,Person
4811,15810,Person
5177,16176,Person
10288,21287,Person
13948,24947,Person
4619,15618,Person
16783,27782,Person
464,11463,Person
3225,14224,Person
4809,15808,Person
315,11314,Person
12483,23482,Person
13516,24515,Person
13773,24772,Person
16222,27221,Person
1875,12874,Person
14584,25583,Person
16175,27174,Person
4580,15579,Person
4801,15800,Person
2462,13461,Person
8119,19118,Person
8870,19869,Person
9389,20388,Person
7154,18153,Person
11497,22496,Person
2490,13489,Person
12137,23136,Person
4701,15700,Person
18332,29331,Person
3250,14249,Person
14613,25612,Person
18448,29447,Person
2630,13629,Person
9821,20820,Person
7773,18772,Person
7799,18798,Person
13518,24517,Person
17970,28969,Person
13150,24149,Person
157,11156,Person
13764,24763,Person
385,11384,Person
4376,15375,Person
6499,17498,Person
10455,21454,Person
9144,20143,Person
10681,21680,Person
11511,22510,Person
12986,23985,Person
17365,28364,Person
10885,21884,Person
2939,13938,Person
8201,19200,Person
13805,24804,Person
17531,28530,Person
17881,28880,Person
1797,12796,Person
12706,23705,Person
15260,26259,Person
3551,14550,Person
5290,16289,Person
10870,21869,Person
15217,26216,Person
9277,20276,Person
5423,16422,Person
15394,26393,Person
5979,16978,Person
15554,26553,Person
3815,14814,Person
13854,24853,Person
14728,25727,Person
5522,16521,Person
6485,17484,Person
10975,21974,Person
8138,19137,Person
18053,29052,Person
5628,16627,Person
15749,26748,Person
3188,14187,Person
3705,14704,Person
9970,20969,Person
2092,13091,Person
9992,20991,Person
12864,23863,Person
6990,17989,Person
9899,20898,Person
1954,12953,Person
18385,29384,Person
1910,12909,Person
6359,17358,Person
7388,18387,Person
8397,19396,Person
2262,13261,Person
11443,22442,Person
6,11005,Person
5867,16866,Person
14422,25421,Person
438,11437,Person
13873,24872,Person
2650,13649,Person
2274,13273,Person
11900,22899,Person
4123,15122,Person
8795,19794,Person
4168,15167,Person
11711,22710,Person
9607,20606,Person
18067,29066,Person
12043,23042,Person
15052,26051,Person
16967,27966,Person
1588,12587,Person
12166,23165,Person
9581,20580,Person
15885,26884,Person
4508,15507,Person
10049,21048,Person
16470,27469,Person
1121,12120,Person
2978,13977,Person
15062,26061,Person
7802,18801,Person
9184,20183,Person
5550,16549,Person
988,11987,Person
17049,28048,Person
10363,21362,Person
16874,27873,Person
5949,16948,Person
10427,21426,Person
3307,14306,Person
14525,25524,Person
9989,20988,Person
9026,20025,Person
17814,28813,Person
11806,22805,Person
7255,18254,Person
1050,12049,Person
5504,16503,Person
3946,14945,Person
8912,19911,Person
2135,13134,Person
10790,21789,Person
12255,23254,Person
16580,27579,Person
2344,13343,Person
11736,22735,Person
15975,26974,Person
13375,24374,Person
4573,15572,Person
9793,20792,Person
12447,23446,Person
155,11154,Person
2307,13306,Person
7068,18067,Person
12273,23272,Person
17228,28227,Person
3927,14926,Person
10113,21112,Person
17092,28091,Person
11721,22720,Person
12506,23505,Person
4452,15451,Person
8370,19369,Person
